Date,Close/Last,Volume,Open,High,Low
06/27/2022,$156.53,207999,$157.69,$157.94,$156.35
06/24/2022,$159.08,178797,$157.88,$159.08,$157.3
06/23/2022,$157.52,176348,$157.85,$158.609,$156.28
06/22/2022,$159.14,166724,$156.93,$160,$156.93
06/21/2022,$159.09,319704,$157.32,$159.632,$157.32
06/17/2022,$153.95,397944,$154.15,$154.44,$152.39
06/16/2022,$154.46,461556,$156.44,$156.7,$153.52
06/15/2022,$156.75,210977,$155.09,$157.4272,$154.3101
06/14/2022,$155.16,265939,$155.5,$156.1798,$154.13
06/13/2022,$155.5,339474,$157.6,$157.74,$155.14
06/10/2022,$161.3,241620,$162.5,$162.964,$161.29
06/09/2022,$164.51,126879,$166.03,$166.99,$164.51
06/08/2022,$165.35,179588,$166.45,$166.675,$164.99
06/07/2022,$166.25,192024,$164.81,$166.42,$164.6799
06/06/2022,$165.58,157614,$167.28,$167.4082,$165.32
06/03/2022,$164.81,261836,$166.12,$166.12,$164.105
06/02/2022,$170.24,148317,$169.16,$170.37,$168.17
06/01/2022,$168.7,194141,$169.67,$169.868,$167.4663
05/31/2022,$166.37,253408,$167.21,$167.21,$165.5
05/27/2022,$166.83,229413,$165.42,$166.87,$165.239
05/26/2022,$165.53,233319,$164,$166.1,$163.7
05/25/2022,$161.03,255987,$159.65,$161.88,$159.65
05/24/2022,$160.6,221650,$160.44,$161.13,$159.68
05/23/2022,$161.35,250076,$160.57,$162.27,$160.28
05/20/2022,$158.66,422603,$159.19,$160.03,$156.18
05/19/2022,$155.89,492723,$155.26,$157.12,$155.25
05/18/2022,$155.48,342006,$158.44,$158.76,$155.27
05/17/2022,$159.98,273494,$159.13,$160.22,$158.92
05/16/2022,$159.21,201539,$159.43,$160.02,$157.95
05/13/2022,$161.33,246224,$159.95,$162.13,$159.63
05/12/2022,$158.54,517146,$157.2,$159.7,$156.9601
05/11/2022,$157.06,464446,$161.45,$162.27,$157.05
05/10/2022,$166.45,317375,$168.85,$169.7,$165.21
05/09/2022,$168.47,366347,$170.49,$171.4,$168.25
05/06/2022,$173.3,293461,$173.08,$174.31,$171.462
05/05/2022,$169.93,331722,$173.48,$173.83,$168.9
05/04/2022,$174.85,204804,$172.02,$175.14,$170.7011
05/03/2022,$172.06,163584,$170.7,$172.74,$170.7
05/02/2022,$170.69,178566,$170.37,$171,$168.34
04/29/2022,$171,139174,$172.89,$174.72,$170.77
04/28/2022,$172.97,298324,$170.65,$173.82,$169.1775
04/27/2022,$168.04,204318,$167.5,$169.9,$167.5
04/26/2022,$166.82,293269,$169.56,$170.63,$166.82
04/25/2022,$172.16,185799,$169.98,$172.25,$169.48
04/22/2022,$169.53,185664,$172.47,$172.5806,$169.35
04/21/2022,$173.67,189501,$177.09,$177.43,$173.52
04/20/2022,$175.45,253634,$175.69,$176.88,$174.97
04/19/2022,$171.45,195399,$170,$171.65,$169.705
04/18/2022,$170.27,281395,$169.48,$170.89,$169.3
04/14/2022,$167.26,196374,$169.3,$170.5,$167.11
04/13/2022,$168.44,264455,$166.81,$168.84,$166.81
04/12/2022,$165.73,452295,$166.92,$168.12,$165.13
04/11/2022,$169.64,313481,$169.74,$171.46,$168.8
04/08/2022,$170.78,366450,$170,$172.025,$169.58
04/07/2022,$174.49,257516,$174.51,$175.545,$172.7695
04/06/2022,$176.52,227753,$176.3,$177.69,$175.5102
04/05/2022,$177.66,242445,$181.5,$181.67,$177.5
04/04/2022,$182.58,261234,$181,$183.13,$180.41
04/01/2022,$180.37,148546,$180.31,$180.94,$178.73
03/31/2022,$180.25,230394,$181.82,$182.34,$180.24
03/30/2022,$180.62,179504,$182.25,$182.71,$180.1
03/29/2022,$184.81,393653,$183.74,$186,$183.74
03/28/2022,$177.85,240078,$178.27,$179.2,$177.13
03/25/2022,$178.43,231890,$179.87,$180.395,$177.62
03/24/2022,$180.27,299896,$180.08,$180.53,$178.76
03/23/2022,$175.78,419465,$176.98,$178.61,$175.78
03/22/2022,$172.82,229078,$171.8,$173.69,$171.36
03/21/2022,$171.8,233458,$171.9,$172.96,$171.2176
03/18/2022,$171.7,178983,$170.97,$171.74,$169.89
03/17/2022,$171.74,300287,$170.05,$172.14,$168.52
03/16/2022,$171.89,384402,$169.88,$171.99,$168.77
03/15/2022,$165.93,388180,$165.2,$166.32,$164.26
03/14/2022,$161.09,389528,$162.5,$163.35,$160.61
03/11/2022,$158.27,356034,$160.74,$161.62,$158.17
03/10/2022,$164.43,392732,$165.38,$165.38,$162.52
03/09/2022,$164.05,438832,$164.21,$165.63,$162.8
03/08/2022,$156.34,739550,$159.01,$159.99,$155.05
03/07/2022,$160.17,569780,$163.76,$164.62,$160
03/04/2022,$170.75,335308,$170.84,$171.08,$169.09
03/03/2022,$176.09,289506,$178.22,$178.4788,$174.82
03/02/2022,$179.15,342094,$177.07,$179.76,$177.07
03/01/2022,$181.71,305553,$183.83,$185.098,$180.85
02/28/2022,$182.95,321990,$184.47,$184.8754,$181.645
02/25/2022,$185.38,228292,$183.9,$185.73,$183.26
02/24/2022,$182.23,363111,$177.02,$182.55,$176.68
02/23/2022,$183.84,242279,$187.73,$188.59,$183.67
02/22/2022,$185.64,202376,$187.04,$187.47,$184.4
02/18/2022,$188.97,183083,$188.87,$189.29,$187.5101
02/17/2022,$186.54,192221,$188,$188.53,$186.1298
02/16/2022,$190.3,206995,$190.11,$190.8999,$189.21
02/15/2022,$189.4,227517,$189.24,$190.058,$188.44
02/14/2022,$188.97,259562,$190,$190.5,$187.83
02/11/2022,$192.71,230027,$194.45,$196.2,$191.9054
02/10/2022,$194.41,421090,$195,$197.3,$194.25
02/09/2022,$201.37,342545,$202.12,$203.9499,$200.39
02/08/2022,$200.32,288557,$200,$200.7324,$198.0138
02/07/2022,$197.24,177994,$198.15,$198.41,$196.53
02/04/2022,$196.88,267494,$198.06,$198.2377,$194.77
02/03/2022,$199.53,299111,$199.98,$201.46,$199.24
02/02/2022,$199.66,243681,$198.94,$199.925,$197.8745
02/01/2022,$196.43,333851,$195.25,$196.73,$194.7
01/31/2022,$198.45,418816,$196,$198.72,$194.915
01/28/2022,$193.13,274674,$192,$193.36,$188.2
01/27/2022,$189.96,336917,$192.466,$193.54,$189.29
01/26/2022,$194.17,537266,$198.48,$198.516,$192.83
01/25/2022,$197.01,433115,$195,$198.77,$192.68
01/24/2022,$197.7,546600,$195.4,$197.91,$192.94
01/21/2022,$199.77,363691,$199.18,$200.95,$198.56
01/20/2022,$201.47,282956,$203.57,$204.805,$201.23
01/19/2022,$202.42,562224,$206.61,$206.7,$202.1004
01/18/2022,$207.47,379649,$209.1,$209.49,$207.19
01/14/2022,$210.69,267661,$210.65,$211.2437,$209.16
01/13/2022,$211.37,546959,$211,$213.74,$210.3746
01/12/2022,$206.61,511414,$205,$207.66,$204.65
01/11/2022,$201.9,255528,$201.3,$201.97,$199.55
01/10/2022,$200.35,379983,$200.98,$201.14,$197.668
01/07/2022,$200.44,371098,$200.68,$201.99,$198.72
01/06/2022,$199.75,422752,$200.63,$200.8,$196.18
01/05/2022,$196.95,555709,$199.8,$201.3382,$196.85
01/04/2022,$199.19,1057316,$193.08,$201.43,$192.32
01/03/2022,$186.29,353619,$186.81,$187.4632,$185.16
12/31/2021,$185.3,189931,$184.45,$186.15,$184.34
12/30/2021,$184.08,123177,$184.27,$184.7272,$183.71
12/29/2021,$183.68,117855,$184.26,$184.599,$182.85
12/28/2021,$184.75,113648,$185.91,$186.37,$184.64
12/27/2021,$185.9,197052,$184.01,$186.2796,$184.01
12/23/2021,$183.78,167889,$183.08,$184.31,$182.91
12/22/2021,$181.36,165857,$180.06,$181.55,$180.06
12/21/2021,$182.82,180088,$182.8,$183.73,$182.09
12/20/2021,$181.95,251538,$181.56,$182.19,$180.1057
12/17/2021,$184.04,382609,$185.59,$185.7398,$183.9
12/16/2021,$187.34,384500,$187.87,$188.95,$187.135
12/15/2021,$186.75,479134,$185.51,$187,$184.37
12/14/2021,$180.78,440491,$181,$182.4134,$179.215
12/13/2021,$176.12,583773,$177.17,$177.5163,$175.665
12/10/2021,$182.35,125531,$182.04,$182.35,$180.5908
12/09/2021,$180.77,186586,$181,$181.22,$180
12/08/2021,$182.48,265535,$183.45,$183.5,$181.81
12/07/2021,$187.44,245085,$186.52,$187.9,$185.9
12/06/2021,$184.59,189631,$183.25,$185.01,$182.3901
12/03/2021,$182.46,193967,$183.68,$184.4,$181.45
12/02/2021,$183.16,238246,$179.66,$183.62,$179.4161
12/01/2021,$178.29,246719,$180.8,$182.78,$178.25
11/30/2021,$177.85,331260,$178.03,$178.33,$175.67
11/29/2021,$177.47,222099,$178.71,$179.0329,$177.02
11/26/2021,$179.83,171374,$180.74,$181.15,$178.79
11/24/2021,$184.81,255467,$184.9,$185.12,$183.51
11/23/2021,$185.06,183157,$185.09,$185.58,$184.18
11/22/2021,$185.09,264220,$186.12,$186.435,$184.555
11/19/2021,$185.96,197419,$185.36,$186.3,$185.26
11/18/2021,$184.65,271808,$186.15,$186.15,$183.86
11/17/2021,$186.21,204316,$186,$186.543,$184.73
11/16/2021,$187.43,228668,$187,$188.18,$186.9
11/15/2021,$184.39,177072,$185.02,$185.4596,$184.34
11/12/2021,$184.4,291149,$181.9,$184.75,$181.501
11/11/2021,$179.03,122655,$178.47,$179.33,$178.19
11/10/2021,$177.36,202987,$177.45,$179.29,$176.72
11/09/2021,$176.32,222484,$178.25,$178.5,$175.64
11/08/2021,$180.48,204355,$179.52,$180.56,$179.15
11/05/2021,$179.28,176536,$180.91,$181.18,$178.5
11/04/2021,$181.48,171347,$182,$182.84,$180.6
11/03/2021,$181.07,163023,$179.9,$181.36,$179.19
11/02/2021,$179.61,166516,$180,$180,$177.74
11/01/2021,$179.98,219128,$178.13,$179.98,$178.13
10/29/2021,$176.57,164979,$176.2,$176.69,$175.62
10/28/2021,$176.48,181415,$175.29,$176.48,$175.29
10/27/2021,$174.09,205551,$174.81,$175.29,$174.01
10/26/2021,$173.2,145599,$173.63,$174.785,$172.81
10/25/2021,$172.23,247097,$172.81,$172.81,$171.88
10/22/2021,$173.4,206710,$175,$175.34,$172.78
10/21/2021,$174.02,218753,$174,$175.2,$173.8
10/20/2021,$177.75,160995,$178.67,$178.67,$177.02
10/19/2021,$178.67,197830,$178.81,$178.85,$178.09
10/18/2021,$178.55,207297,$178,$179,$177.78
10/15/2021,$176.27,203797,$175.51,$176.45,$174.79
10/14/2021,$175.51,157810,$174.6,$175.59,$174.48
10/13/2021,$175.77,325571,$175.95,$176.49,$174.66
10/12/2021,$177.13,250758,$176.87,$177.57,$175.6866
10/11/2021,$175.15,209061,$175.38,$176.85,$174.87
10/08/2021,$171.97,153400,$171.41,$172.46,$171.1816
10/07/2021,$169.47,212844,$169.1,$170,$168.55
10/06/2021,$166.97,462649,$166.54,$167.47,$165.33
10/05/2021,$172.14,184904,$171.9,$172.94,$171.1
10/04/2021,$171.81,381726,$175.16,$175.54,$171.17
10/01/2021,$177.62,241884,$178.11,$178.26,$176.42
09/30/2021,$177.75,403393,$180.68,$181.54,$177.75
09/29/2021,$185.45,238637,$185.13,$187.45,$183.78
09/28/2021,$184.85,197707,$186.09,$186.4,$184.15
09/27/2021,$186.52,221680,$185.08,$186.86,$185.01
09/24/2021,$182.57,128669,$182.68,$183.23,$182.0001
09/23/2021,$182.79,206222,$181.92,$182.9875,$181.53
09/22/2021,$181.59,248604,$181.7,$182.89,$180.75
09/21/2021,$181.9,295574,$180.4,$182.42,$180.31
09/20/2021,$176.71,363482,$178.67,$178.67,$175.05
09/17/2021,$180.95,155106,$181.51,$181.75,$180.56
09/16/2021,$181.94,161585,$181.07,$182.31,$180.51
09/15/2021,$181.71,257944,$179.93,$181.89,$179.84
09/14/2021,$179.39,175879,$180.22,$180.88,$178.6636
09/13/2021,$178.46,173803,$177.47,$178.57,$177.28
09/10/2021,$176.3,278253,$180.03,$180.4,$176.12
09/09/2021,$180.07,173368,$179.54,$180.94,$179.54
09/08/2021,$180,219881,$181.5,$181.5,$179.18
09/07/2021,$181.64,224324,$181,$181.74,$180.66
09/03/2021,$179.27,279465,$177.43,$179.28,$176.83
09/02/2021,$176.24,198914,$176.31,$176.86,$175.471
09/01/2021,$176.21,204091,$175.05,$176.97,$175.02
08/31/2021,$174.23,184378,$173.61,$175.01,$173.61
08/30/2021,$172.86,134458,$173.73,$173.73,$172.48
08/27/2021,$173.88,140322,$172.04,$173.945,$171.9494
08/26/2021,$171.59,175370,$173.52,$173.78,$171.09
08/25/2021,$173.75,263350,$172.4,$174.11,$172.08
08/24/2021,$171.02,308156,$169.8,$171.58,$169.5756
08/23/2021,$168.74,329944,$166.87,$168.9683,$166.28
08/20/2021,$164.66,448104,$165.68,$165.75,$163.91
08/19/2021,$168.55,650591,$170.15,$171.4094,$167.75
08/18/2021,$175.73,227310,$177.5,$177.98,$175.53
08/17/2021,$178.17,213939,$179.55,$179.55,$177.56
08/16/2021,$180.6,129820,$179.57,$180.69,$177.81
08/13/2021,$181.34,93107,$181.23,$181.37,$180.8
08/12/2021,$180.94,105567,$181.01,$181.11,$180.1965
08/11/2021,$181.38,133389,$181.14,$181.47,$180.4
08/10/2021,$179.9,220382,$179.55,$180.115,$178.235
08/09/2021,$180.57,163329,$181.12,$181.4113,$180.25
08/06/2021,$180.72,183434,$181.14,$181.51,$180.0416
08/05/2021,$182.86,128883,$182.52,$183.48,$182.09
08/04/2021,$182.18,194571,$182.7,$183.7499,$181.22
08/03/2021,$185.95,247020,$183.52,$185.99,$183.06
08/02/2021,$181.88,167578,$182,$182.75,$181.14
07/30/2021,$179.84,147223,$180.61,$181.077,$179.57
07/29/2021,$181.42,157370,$180.84,$181.86,$180.49
07/28/2021,$179.87,143560,$178.44,$180.24,$178.29
07/27/2021,$178.44,152679,$179.06,$179.06,$177.71
07/26/2021,$179.5,155669,$179.23,$179.78,$178.84
07/23/2021,$179.85,195868,$179.14,$180.44,$178.66
07/22/2021,$177.99,321205,$179.99,$180.19,$177.94
07/21/2021,$179.68,183208,$178.18,$179.93,$178.18
07/20/2021,$178.12,151991,$176.14,$178.37,$175.79
07/19/2021,$176.3,261143,$176.68,$176.99,$174.03
07/16/2021,$178.13,195761,$179.28,$179.28,$177.38
07/15/2021,$178.93,177845,$178.71,$179.33,$178.2601
07/14/2021,$180,230670,$180.37,$180.99,$179.56
07/13/2021,$179.18,281948,$178.99,$179.46,$178.335
07/12/2021,$178.9,176030,$177.79,$179.41,$177.04
07/09/2021,$177.79,320747,$177.66,$178.73,$177.65
07/08/2021,$174.23,189458,$173.17,$174.63,$173.05
07/07/2021,$175.65,128254,$175.77,$175.87,$174.57
07/06/2021,$174.93,288134,$176.07,$176.47,$173.4
07/02/2021,$176.03,210326,$176.39,$176.84,$175.84
07/01/2021,$175.48,181616,$174.71,$175.58,$174.35
06/30/2021,$174.84,313217,$175.48,$176.25,$174.62
06/29/2021,$176.73,166960,$176.4,$177.37,$176.4
06/28/2021,$177.07,209164,$177.65,$177.8,$176.76
06/25/2021,$178.1,156089,$177.99,$178.8,$177.79
06/24/2021,$177.67,164822,$178.38,$178.38,$177.55
06/23/2021,$177.71,611533,$176.37,$178.25,$176.14
06/22/2021,$179.39,237921,$180.06,$180.06,$178.8309
06/21/2021,$178.88,284444,$177,$179.41,$176.5
06/18/2021,$177.03,735008,$177.89,$178.38,$176.31
06/17/2021,$185.2,277369,$185,$185.375,$184
06/16/2021,$183.84,326164,$183.93,$184.88,$183.1
06/15/2021,$182.45,180935,$182.5,$182.78,$181.675
06/14/2021,$180.59,189948,$181,$181,$179.4801
06/11/2021,$181.47,164567,$180.74,$181.47,$180.51
06/10/2021,$180.18,194494,$180.59,$180.76,$179.82
06/09/2021,$180.54,207474,$180.03,$180.8,$179.865
06/08/2021,$179.61,307131,$180.91,$181,$179.39
06/07/2021,$180.8,384408,$182.03,$182.25,$180.11
06/04/2021,$182.41,386890,$181.68,$182.66,$181.01
06/03/2021,$179.67,478773,$177.3,$180.12,$177.03
06/02/2021,$176.63,630391,$175.75,$176.84,$175.49
06/01/2021,$172.34,596568,$171.47,$172.75,$171.03
05/28/2021,$165.98,160049,$166.29,$166.7802,$165.71
05/27/2021,$165.55,248648,$165,$166.47,$164.91
05/26/2021,$164.02,231951,$162.83,$164.42,$162.78
05/25/2021,$162.24,199644,$163,$163.8,$161.63
05/24/2021,$162.78,236431,$162.18,$162.98,$162.1401
05/21/2021,$161.16,211200,$161,$161.305,$160.39
05/20/2021,$160.22,209609,$159.32,$160.58,$159.21
05/19/2021,$159.29,250192,$158.63,$159.55,$158.1159
05/18/2021,$160.66,322577,$160.46,$161.91,$160.32
05/17/2021,$158.68,436193,$157.7,$159,$157.43
05/14/2021,$155.85,315551,$156,$156.5,$155.66
05/13/2021,$155.23,342934,$153.86,$155.39,$153.12
05/12/2021,$153.52,627588,$155.5,$155.672,$153.145
05/11/2021,$152.24,431262,$152.65,$152.65,$151.155
05/10/2021,$155.06,264146,$155.33,$155.72,$154.71
05/07/2021,$153.65,162495,$153.34,$153.72,$153.04
05/06/2021,$152.96,194242,$153.24,$153.3,$151.87
05/05/2021,$151.42,169355,$152.09,$152.2934,$151.1118
05/04/2021,$150.59,266757,$151.51,$151.63,$150.25
05/03/2021,$152.23,230950,$151.48,$152.76,$151.34
04/30/2021,$150.77,394014,$150.09,$151.6,$149.9
04/29/2021,$152.43,377613,$153.5,$153.77,$151.69
04/28/2021,$153.26,236243,$153.2,$153.81,$152.83
04/27/2021,$152.81,490430,$152.59,$153.17,$152.27
04/26/2021,$153.54,249758,$154.31,$154.31,$153.49
04/23/2021,$154.99,233705,$153.99,$155.59,$153.915
04/22/2021,$154.78,227426,$155.5,$155.58,$154.41
04/21/2021,$155.14,322370,$153.5,$155.58,$153.5
04/20/2021,$154.1,317878,$154.74,$154.8055,$152.904
04/19/2021,$156.41,242376,$157.96,$157.98,$155.93
04/16/2021,$157.57,162723,$157.8,$157.9,$157.1
04/15/2021,$157.31,179184,$156.98,$157.43,$156.5
04/14/2021,$156.22,172996,$156.25,$156.88,$155.873
04/13/2021,$155.77,220299,$155,$155.79,$154.32
04/12/2021,$154.09,246349,$154.91,$154.91,$153.9016
04/09/2021,$154.28,181586,$154.06,$154.45,$153.51
04/08/2021,$153.38,233738,$154.35,$154.7,$152.89
04/07/2021,$154.7,216467,$154.84,$155.74,$154.55
04/06/2021,$153.65,400571,$153.1,$154.29,$153.04
04/05/2021,$155.38,300632,$154.16,$155.84,$153.78
04/01/2021,$154.16,274499,$153.6,$154.2321,$153.04
03/31/2021,$156.06,289263,$156.22,$156.4661,$155.81
03/30/2021,$153.87,475959,$153.63,$154.64,$153.3801
03/29/2021,$154.9,317160,$154,$155.3,$153.53
03/26/2021,$153.37,312223,$153,$153.41,$152.09
03/25/2021,$151.07,273943,$150,$151.26,$149.12
03/24/2021,$150.67,344301,$150.99,$151.38,$150.4
03/23/2021,$151.34,386895,$153.05,$153.09,$151.1011
03/22/2021,$154.48,451109,$155.2,$155.2,$154.19
03/19/2021,$158.58,425116,$158.71,$158.87,$157.11
03/18/2021,$157.71,824552,$157.43,$159.55,$157
03/17/2021,$153.64,319137,$152.75,$154.185,$152.075
03/16/2021,$152.1,284846,$152,$152.67,$151.68
03/15/2021,$152.9,397694,$153,$153.66,$152.26
03/12/2021,$150.53,295457,$149.77,$150.71,$149.57
03/11/2021,$150.36,498414,$150.15,$151.29,$149
03/10/2021,$151.88,472050,$151.07,$152.17,$150.25
03/09/2021,$151.54,349706,$150.86,$152.45,$150.56
03/08/2021,$148.23,474544,$148.57,$150.4,$147.99
03/05/2021,$148.52,313778,$148.05,$148.97,$145.95
03/04/2021,$146.85,353355,$148.64,$149.28,$145.55
03/03/2021,$148.83,377928,$150,$150.19,$148.68
03/02/2021,$149.21,337112,$149.54,$150.18,$148.76
03/01/2021,$149.34,348137,$149.21,$149.965,$148.45
02/26/2021,$147.93,592918,$150.12,$150.33,$146.8
02/25/2021,$149.26,446305,$152.27,$152.27,$148.48
02/24/2021,$152.45,419328,$150.99,$152.92,$150.73
02/23/2021,$152.73,304232,$151.5,$153.19,$149.84
02/22/2021,$152.44,291292,$153.55,$153.915,$152.13
02/19/2021,$153.55,231846,$153.71,$154.21,$153.145
02/18/2021,$153.45,490776,$153.14,$153.79,$152.29
02/17/2021,$156.53,279562,$156.21,$156.79,$155.37
02/16/2021,$156.48,468484,$158.7,$159.26,$156.17
02/12/2021,$160.49,417998,$159.66,$161.31,$159.66
02/11/2021,$158.94,466621,$162.59,$162.59,$158.25
02/10/2021,$161.56,1415473,$156,$163.3699,$155.61
02/09/2021,$154,327052,$153.43,$154.41,$152.86
02/08/2021,$152.93,309620,$152.29,$152.97,$152.18
02/05/2021,$150.86,329913,$149.97,$151.18,$149.26
02/04/2021,$148.02,250840,$148.21,$148.88,$147.5
02/03/2021,$148.07,462248,$147.31,$148.56,$146.85
02/02/2021,$143.12,447858,$142.66,$143.369,$141.72
02/01/2021,$140.41,362856,$140.16,$140.73,$139.29
01/29/2021,$140.52,342940,$142.19,$142.19,$140.04
01/28/2021,$143.3,275051,$142.82,$143.99,$142.35
01/27/2021,$142.64,407492,$144.69,$144.9,$142.2441
01/26/2021,$145.98,285786,$146,$146.5086,$145.55
01/25/2021,$146.72,369554,$147.95,$147.95,$145.25
01/22/2021,$147.95,393548,$148.2,$148.59,$147.61
01/21/2021,$151.34,469658,$151.23,$152.71,$150.4
01/20/2021,$149.98,255954,$148.73,$150.04,$148.16
01/19/2021,$148.13,368790,$148.45,$148.74,$147.45
01/15/2021,$148.41,390758,$148.66,$149.15,$147.39
01/14/2021,$151.34,314908,$151.48,$152.27,$151.23
01/13/2021,$150.65,387471,$150.88,$151,$150.03
01/12/2021,$151.75,618796,$152.08,$152.08,$150.65
01/11/2021,$153.39,335997,$153.2,$154.21,$151.82
01/08/2021,$152.85,418079,$153.6,$154.06,$152.11
01/07/2021,$152.67,345057,$151.66,$152.7,$151.51
01/06/2021,$153.53,296179,$152.71,$154.17,$152.48
01/05/2021,$153.4,231776,$151.91,$153.4,$151.75
01/04/2021,$153.29,315661,$155.81,$155.81,$152.02
12/31/2020,$154.57,160016,$154.41,$154.84,$153.9692
12/30/2020,$154.09,193553,$154.51,$155.21,$154.04
12/29/2020,$153.34,265136,$155,$155.2,$152.9
12/28/2020,$152.6,215646,$153.1,$153.42,$152.23
12/24/2020,$150.47,150170,$150.18,$151.125,$150.18
12/23/2020,$151.16,317934,$150.64,$151.35,$150.2
12/22/2020,$150.77,182149,$151.45,$151.75,$150.22
12/21/2020,$151.77,257103,$150.4,$151.77,$149.39
12/18/2020,$153.77,327304,$153.75,$154.07,$152.84
12/17/2020,$154.64,222093,$156.12,$156.3,$154.5378
12/16/2020,$155.09,266126,$154.16,$155.48,$153
12/15/2020,$152.85,286082,$153.47,$153.47,$151.9
12/14/2020,$153.58,494677,$154,$154.9,$153.47
12/11/2020,$151,708768,$149.62,$151.74,$149.04
12/10/2020,$143.07,319854,$142.76,$143.19,$141.9
12/09/2020,$140.88,190398,$140.94,$142.5,$139.665
12/08/2020,$138.74,130683,$138.32,$138.98,$138.095
12/07/2020,$138.15,150083,$138.6,$138.82,$137.7
12/04/2020,$138.28,137849,$137.9,$138.85,$137.75
12/03/2020,$136.85,171662,$137.77,$138.16,$136.745
12/02/2020,$136.34,197914,$136.05,$136.71,$135.77
12/01/2020,$136.14,289218,$135.6,$136.46,$135.175
11/30/2020,$134.46,355258,$135.92,$138.5,$134.45
11/27/2020,$140.16,77346,$140.1,$141.155,$140.04
11/25/2020,$141.31,231393,$140.97,$141.54,$140.03
11/24/2020,$143.84,188350,$143.9,$144.53,$143.18
11/23/2020,$143.26,238025,$143.75,$143.96,$143.22
11/20/2020,$142.13,112969,$142.3,$143.04,$142.07
11/19/2020,$140.92,139991,$140.7,$141.08,$140.13
11/18/2020,$141.83,228727,$141.85,$143.16,$141.27
11/17/2020,$142.74,150337,$142.82,$143.48,$142.0601
11/16/2020,$144.11,130410,$143.39,$144.65,$143.37
11/13/2020,$141.62,136181,$140.29,$141.85,$140.14
11/12/2020,$139.69,99476,$141.33,$141.33,$139.6
11/11/2020,$142.48,176024,$142.71,$143.3199,$142.12
11/10/2020,$139.94,217794,$139.7,$141.48,$139.64
11/09/2020,$139.64,245575,$140.3,$141.71,$139.64
11/06/2020,$137.2,165218,$136.7,$138.1995,$136.11
11/05/2020,$137.07,155919,$135.86,$137.395,$135.5475
11/04/2020,$134.16,185148,$134.73,$134.91,$134.01
11/03/2020,$135.87,147552,$134.46,$136.82,$134.46
11/02/2020,$133.24,146214,$133.06,$133.654,$132.66
10/30/2020,$131.29,115974,$130.88,$131.5232,$130.535
10/29/2020,$131.35,140625,$131.93,$132.35,$130.405
10/28/2020,$130.07,229491,$131.13,$131.2117,$129.28
10/27/2020,$132.46,144837,$133.04,$133.04,$132.26
10/26/2020,$132.85,142299,$133.12,$133.36,$132.36
10/23/2020,$133.28,59911,$133.82,$133.82,$132.8
10/22/2020,$133.42,70808,$133.39,$133.56,$132.65
10/21/2020,$133.14,162863,$133,$133.7875,$132.86
10/20/2020,$131.31,138266,$130.88,$131.78,$130.66
10/19/2020,$130.88,106869,$131.79,$131.79,$130.62
10/16/2020,$130.64,144439,$130.65,$131.705,$130.59
10/15/2020,$131.17,123028,$130.64,$131.22,$130.38
10/14/2020,$131.53,105058,$131.64,$131.97,$131.305
10/13/2020,$132.65,104604,$132.84,$133.13,$132.4247
10/12/2020,$131.8,144452,$132,$132.22,$131.62
10/09/2020,$132.08,107849,$132.22,$132.36,$131.9716
10/08/2020,$132.95,99276,$132.93,$133.14,$132.47
10/07/2020,$132.43,115869,$132.68,$132.68,$132.01
10/06/2020,$131.26,256714,$131.925,$132.63,$131.16
10/05/2020,$132.1,236447,$131.48,$132.18,$131.25
10/02/2020,$131.73,98754,$130.98,$132.13,$130.8828
10/01/2020,$132.43,130814,$132.63,$132.83,$132.02
09/30/2020,$132.44,155905,$132.65,$133.26,$132.12
09/29/2020,$134.25,136496,$135.07,$135.75,$134.185
09/28/2020,$136.01,218988,$135.04,$136.31,$135.04
09/25/2020,$132.97,189278,$132.6,$133.12,$132
09/24/2020,$131.85,199501,$131.38,$132.69,$130.91
09/23/2020,$133.29,199182,$134.52,$135.16,$133.19
09/22/2020,$132.25,144613,$131.41,$132.3,$131.17
09/21/2020,$131.22,306275,$132.3,$132.3,$130.2063
09/18/2020,$134.25,128012,$134.48,$135.305,$134.25
09/17/2020,$135,132424,$133.8,$135.42,$133.56
09/16/2020,$134.03,125769,$134.55,$134.76,$134.01
09/15/2020,$134.03,100887,$134.48,$134.78,$133.91
09/14/2020,$133.77,193078,$133.9,$134.355,$133.4339
09/11/2020,$131.34,155764,$131.13,$131.6,$130.54
09/10/2020,$130.18,133717,$130.455,$131.35,$130.05
09/09/2020,$131.13,179901,$130.32,$131.47,$130.32
09/08/2020,$131.23,227317,$131,$132.1,$130.6
09/04/2020,$133.17,203149,$133,$133.75,$130.93
09/03/2020,$129.95,173427,$131.62,$131.95,$129.59
09/02/2020,$132.52,123127,$131.69,$132.62,$131.57
09/01/2020,$132.3,143936,$131.8,$132.46,$131.09
08/31/2020,$132.43,183265,$133.12,$133.12,$131.78
08/28/2020,$133.92,100677,$134.03,$134.29,$133.57
08/27/2020,$133.56,165049,$134.17,$134.23,$133.17
08/26/2020,$134.89,138281,$134.4,$135.07,$133.99
08/25/2020,$134.79,126825,$135,$135.195,$134.1353
08/24/2020,$134.76,154467,$134.65,$135.45,$134.37
08/21/2020,$133.83,122586,$133.22,$133.91,$133.11
08/20/2020,$134.09,117993,$133.73,$134.25,$133.6
08/19/2020,$135.21,111909,$136.23,$136.5,$135.14
